identifier,index
6f5c98f0-665b-43a9-a4c3-f0d17bb47122,1.0
49bf9050-e595-483e-83bb-f6fd9b1da2d4,0.9998000350518552
cfd1700e-34ea-42cf-a643-9ac55c7e14d6,0.9987337114311824
57f68be9-0898-4c09-b4e4-0091c3ac1e73,0.9976673878009562
28901cc1-1509-4a99-b4c5-555869ae8dff,0.9966010641801462
dae8613f-d24e-4718-90ba-f47de994d1cb,0.9955347405594707
f47a6e47-2c8e-4590-8917-641eac6ab5a7,0.9944684169292473
6eaa970d-aa6e-4793-98f4-538b6c331eaf,0.9934020933085718
10feedd3-8b5d-4b0d-b960-115e6786ee2e,0.9923357696878962
8742807b-2e05-4c08-9cd6-f1b039b2226d,0.9912694460576701
c2424e7d-e9b2-43bf-8959-089634776c34,0.9902031224368627
f49b6da3-abb1-4579-a551-e46d9f3ce8e4,0.9891367988082197
00b6eea1-21f8-4d2f-8615-6e48c2221527,0.9880704751870331
96db8164-00c6-4343-b1d6-0c629e55d286,0.9870041515657121
d08ca331-db79-436b-8695-0f654614b82b,0.9859378279445277
7d736d40-4cad-492f-b821-1ea7ba53aa0c,0.9848715043137904
7fcb30cd-4fe1-4d9e-a1e0-5d406a567a01,0.9838051806924695
d806ea90-6d75-4b6e-9e86-de43421f8647,0.9827388570712827
052dc594-a5c5-49bd-bcee-8b52820da2c1,0.9816725334405477
0eb66b8b-3926-43cd-be79-7ae2f05c9782,0.9806062098193613
fe55b3ea-b18f-42d0-9a05-dd6379244e98,0.9795398861980401
a0e3c94e-ac2e-46c0-8ee5-c2d552d64370,0.9784735625673052
07af2acd-213b-4c4b-aa6f-fee6e93bd6c6,0.9774072389461186
c5c922b9-bf5e-4096-b6b5-157d3aaa71ad,0.9763409153247974
f204a841-7ed2-4ab7-bf7d-5599cd031984,0.9752745917036109
5ab3770f-0228-4071-b1a6-4631d4e4dd1e,0.974208268072876
3572cad4-6d4a-4cae-801a-228e926208fc,0.9731419444516892
c8ebdb47-7d23-4b19-bc6a-1f40b84b41cf,0.9720756208303681
82a3b234-a0c4-4cc9-a7cf-099d03637425,0.971009297199631
40a326dd-c99f-4991-bfaa-4611583f33ba,0.9699429735784466
6c771e2f-9afa-42de-83e0-ed4250ad13b7,0.9688766499506799
00acd2ee-3c29-45d7-ba27-53466b6413fd,0.9674485902529926
197a9070-216e-4c1c-a707-30ab4f4c5731,0.9660205305553085
83fc8484-835e-40f4-8dce-32fb4df311c9,0.9645924708576241
a74940a5-edb6-4033-a6d3-ff15d456bfaf,0.9631644111505209
bee0362c-2fbd-4b26-92a3-833499de406b,0.9617363514528368
a19d2547-7104-4fc4-a5fb-3996a9a17be5,0.9603082917551491
efeeaf87-913d-4a89-a7a3-209a73d9770d,0.9588802320574652
c23c1f3f-2b83-4127-b093-1133a10ab351,0.9574521723549034
f71ba911-3b47-42fc-8a73-9c9ae22939eb,0.9592284316438422
09dba143-f5d2-46bf-898e-0b287a564d3a,0.9581265470046038
096e44ff-81d6-4838-b684-5607ae14bebd,0.9570246623743323
7968ce3d-374e-4dbb-94df-fa131fabf960,0.955922777744195
dc984e00-21a7-4410-8d3b-252eea85cf98,0.9548208931045074
85e8ca89-2f64-414f-a799-9270929ddac3,0.9537190084742355
90dbc15f-952d-4911-96ff-ddff2b6e5f34,0.952617123834548
fffd88c9-7fff-4814-9d09-e87a9797406d,0.9515152392042734
329f1ac8-1109-4235-be28-f5daeada68b3,0.9504133545645859
e15d4433-441a-455f-a0d9-e740f47212a2,0.949311469934314
900a34f6-148f-41bb-afd0-b6c54c34b5a9,0.9482095853056957
f223a299-4b4d-4bd7-a32b-9c0b9a531c5c,0.9472679216316859
2dd0492e-bd29-4832-a058-e14a31027403,0.9463262579483915
8f8302ca-d071-4bb8-83ea-9d8694192182,0.945384594274382
ce9416d9-a3dc-4dd5-ad46-351480e24285,0.9444429305909531
f2f13118-6294-4ff6-ad9a-56b1b4a548be,0.9435012669170783
c96a50fe-566d-4065-bb4e-ca19ca452d4f,0.9425596032430652
2c4c5b53-65d3-4a90-a6a7-d2c6e3932183,0.9416179395597741
d8a6895a-37b9-4f7e-9220-bf4979b8b98b,0.9406762758857612
94b3144d-3044-4186-b12b-5323c489e689,0.9397346122023357
d49fb66b-e632-45ce-b3a3-989b13d35c5b,0.9387929485284571
bcf34a3c-88c8-44ca-9b66-5effadb3774a,0.9378512848491687
b0d9e933-eb39-4b60-9410-d8112b8e4baa,0.9369573957866041
78e02c0d-6ee7-496c-bd3b-710d112e75a8,0.9360635067337243
41fe2eb6-3ce6-4559-8fb2-3b95bc092f9a,0.9351696176711624
a57f1030-e305-4796-aa6e-0fddf3cb0087,0.9342757286181482
ff24eb5a-e218-424a-909a-4d132aa23a05,0.9333818395557181
e07288d7-47f5-4f04-b7df-421170a2fe97,0.9261718972595954
4d19e926-1a5f-4933-9bbf-38617b020451,0.9249387110809432
1a231095-addb-4487-8d2a-dd7565f4b7dc,0.9237055249021526
bcc3220c-df27-418c-aab5-b6c2274da379,0.9224723387234969
29882da9-1b4d-49e8-8902-71a525f32ad5,0.9212391525541226
ad2f21ce-6b59-4d7c-86d9-79f01b155491,0.9200059663754703
ccb041bf-ebef-45b9-ac2f-7ed9a6b2905d,0.9187727801966802
35016400-bacc-4853-9868-12755f9da464,0.9175395940180244
d1a9bd13-de11-462c-937c-9bce52b3b425,0.9163379523856872
13e284be-6e0b-4dbd-b57c-3b2c08cfdfe4,0.9151363107565642
99b2a4bb-b8e0-4fbe-9492-b167ff418e46,0.9139346691273068
db76da60-bb2d-4af5-8a51-4e76a6ed3e70,0.9127330274981842
f0aa6f0e-a253-4432-b792-3ac4c161a3a1,0.9115313858690612
837d57a2-b0e2-42d2-b4cc-e8bf599472f3,0.9103297442399382
b7226155-c5c9-4cc3-b3f3-731e70c8377a,0.9091281026108153
6ce99af5-191d-4693-a040-abc8dec5bbb3,0.9079264609815579
532d1361-ca20-41df-b0ce-09357553ecdc,0.9067248193511406
ebacee32-f36d-4f3d-90b3-dcc672051dce,0.9055569270119813
3d08bc9f-023c-456c-a0d0-d06d6a59ecde,0.9043890346729526
412b7282-861a-439d-b8da-d171a7830b77,0.9032211423337899
d2b88801-ad8b-4f03-b9ff-d66fee4ab232,0.9020532499852143
a86a4396-e61b-4306-a65d-f37e3221e2ea,0.9008853576460514
29a92f0e-9668-4ace-9401-6bef3e992287,0.8997174653068883
76e719be-0498-4e93-9bef-b4d5f8df1c58,0.8985495729677289
9b85258d-05de-4a65-9b90-45dea4784dd3,0.8973816806285658
33b6f389-65d3-4334-98bd-bb6f12df589b,0.8962137882891991
f09b7bb3-70b8-409b-af8d-377ff5cb60fe,0.8949634121968962
4704781d-d2fa-4efa-b54a-a7acc3505fe2,0.893713036095175
d517140c-efef-4df5-86c1-68e30048b694,0.8924626600028724
311bf822-05c6-422d-b126-6cbd2db739be,0.8912122839107043
9c146f14-014f-4fb7-bb3e-ad1d91518ee8,0.8899619078089857
29a5389c-85c6-405c-9161-7eb2e2f048c4,0.888711531716683
cc585c82-60ab-4cc7-a175-4f916cdd55a6,0.8874611556149617
9347c9e7-0499-4cda-89aa-b3f7602b1727,0.8862107795227936
3d7e84df-49fc-4abf-a4d9-4e3a22d62c0a,0.8850090262487015
35e0e4e0-0bde-4510-97a0-3f0e7535c2b9,0.8838072729725551
79991ee4-abe3-465b-a692-bf49bdef34b8,0.8826055196962742
d972be13-dce9-415b-992a-04a6eb0f893a,0.8814037664295435
a8385d6a-fbad-4095-8325-65a0e60c7a77,0.8802020131533972
adc07cb7-24cb-4c3f-8cbe-4f99be05b3ad,0.8790002598772508
