filename,index
2012m1_ref199_241_FL3236040,0.27859198045818295
2012m1_ref199_241_FL3236041,0.2777039688060037
2012m1_ref199_241_FL3236042,0.27681595716337265
2012m1_ref199_241_FL3236043,0.27592794551119226
2012m1_ref199_241_FL3236044,0.275039933866063
2012m1_ref199_241_FL3236045,0.27406069752740053
2012m1_ref199_241_FL3236046,0.2730814611888737
2012m1_ref199_241_FL3236047,0.2721022248433782
2012m1_ref199_241_FL3236048,0.27112298850509065
2012m1_ref199_241_FL3236049,0.2701437521762181
2012m1_ref199_241_FL3236050,0.26916451583733225
2012m1_ref199_241_FL3236051,0.2681852794924481
2012m1_ref199_241_FL3236052,0.2672060431569788
2012m1_ref199_241_FL3236053,0.2662268068215095
2012m1_ref199_241_FL3236054,0.2652475704860402
2012m1_ref199_241_FL3236055,0.26426833415070644
2012m1_ref199_241_FL3236056,0.2632890978152371
2012m1_ref199_241_FL3236057,0.2623098614797678
2012m1_ref199_241_FL3236058,0.26133062514448474
2012m1_ref199_241_FL3236059,0.2603513888064244
2012m1_ref199_241_FL3236060,0.2593721524698244
2012m1_ref199_241_FL3236061,0.25839291613986665
2012m1_ref199_241_FL3236062,0.25741367980050717
2012m1_ref199_241_FL3236063,0.256709775935108
2012m1_ref199_241_FL3236064,0.256005872069708
2012m1_ref199_241_FL3236065,0.25530196820038037
2012m1_ref199_241_FL3236066,0.2545980643301947
2012m1_ref199_241_FL3236067,0.25389416046955715
2012m1_ref199_241_FL3236068,0.2531902566087862
2012m1_ref199_241_FL3236069,0.2524863527461881
2012m1_ref199_241_FL3236070,0.2519756401231221
2012m1_ref199_241_FL3236071,0.2514649275000551
2012m1_ref199_241_FL3236072,0.25095421487698916
2012m1_ref199_241_FL3236073,0.2504435022539222
2012m1_ref199_241_FL3236074,0.24993278925951398
2012m1_ref199_241_FL3236075,0.24942207663725574
2012m1_ref199_241_FL3236076,0.2489113640149975
2012m1_ref199_241_FL3236077,0.24840065107346695
2012m1_ref199_241_FL3236078,0.24788993844998902
2012m1_ref199_241_FL3236079,0.24737922547571795
2012m1_ref199_241_FL3236080,0.24686851273092092
2012m1_ref199_241_FL3236081,0.24702219570970593
2012m1_ref199_241_FL3236082,0.24629023001138822
2012m1_ref199_241_FL3236083,0.24555826538239373
2012m1_ref199_241_FL3236084,0.24482629974234604
2012m1_ref199_241_FL3236085,0.24409433404838263
2012m1_ref199_241_FL3236086,0.24336236810337494
2012m1_ref199_241_FL3236087,0.24263040240471745
2012m1_ref199_241_FL3236088,0.24189843670609842
2012m1_ref199_241_FL3236089,0.24116647099469665
2012m1_ref199_241_FL3236090,0.24043450529758714
2012m1_ref199_241_FL3236091,0.23970253951540274
2012m1_ref199_241_FL3236092,0.23897057382027453
2012m1_ref199_241_FL3236093,0.2382386081174355
2012m1_ref199_241_FL3236094,0.23750664242215952
2012m1_ref199_241_FL3236095,0.2367746769819404
2012m1_ref199_241_FL3236096,0.2360427112784126
2012m1_ref199_241_FL3236097,0.23531074558318804
2012m1_ref199_241_FL3236098,0.2345727157395942
2012m1_ref199_241_FL3236099,0.23383468588827372
2012m1_ref199_241_FL3236100,0.23309665604521804
2012m1_ref199_241_FL3236101,0.2323586262017346
2012m1_ref199_241_FL3236102,0.2316205963581408
2012m1_ref199_241_FL3236103,0.23088256728406728
2012m1_ref199_241_FL3236104,0.23014453744280686
2012m1_ref199_241_FL3236105,0.22940650759285308
2012m1_ref199_241_FL3236106,0.22866847775116905
2012m1_ref199_241_FL3236107,0.22793044790121522
2012m1_ref199_241_FL3236108,0.22719241805584084
2012m1_ref199_241_FL3236109,0.2264543882111026
2012m1_ref199_241_FL3236110,0.2257163583667849
2012m1_ref199_241_FL3236111,0.22497832858105216
2012m1_ref199_241_FL3236112,0.22424029873896814
2012m1_ref199_241_FL3236113,0.22350226888833108
2012m1_ref199_241_FL3236114,0.22276423904588702
2012m1_ref199_241_FL3236115,0.22202620919522228
2012m1_ref199_241_FL3236116,0.2212881793993409
2012m1_ref199_241_FL3236117,0.22055014955637775
2012m1_ref199_241_FL3236118,0.21981682958359125
2012m1_ref199_241_FL3236119,0.21908350961065526
2012m1_ref199_241_FL3236120,0.21835018963754357
2012m1_ref199_241_FL3236121,0.21761686966473381
2012m1_ref199_241_FL3236122,0.21688354969182108
2012m1_ref199_241_FL3236123,0.21615022971901132
2012m1_ref199_241_FL3236124,0.21541690953435202
2012m1_ref199_241_FL3236125,0.21468358956369765
2012m1_ref199_241_FL3236126,0.21395026959264415
2012m1_ref199_241_FL3236127,0.21321694962146884
2012m1_ref199_241_FL3236128,0.21248362964216436
2012m1_ref199_241_FL3236129,0.21175030967108235
2012m1_ref199_241_FL3236130,0.21101698941493707
2012m1_ref199_241_FL3236131,0.21028366943791987
2012m1_ref199_241_FL3236132,0.2095503494688507
2012m1_ref199_241_FL3236133,0.20881702873273453
2012m1_ref199_241_FL3236134,0.2080837087619847
2012m1_ref199_241_FL3236135,0.20735038849968362
2012m1_ref199_241_FL3236136,0.20661706852468992
2012m1_ref199_241_FL3236137,0.20588374854906058
2012m1_ref199_241_FL3236138,0.20515042858106688
2012m1_ref199_241_FL3236139,0.20441710862627213
2012m1_ref199_241_FL3236140,0.20368378865710593
2012m1_ref199_241_FL3236141,0.20295046868089373
2012m1_ref199_241_FL3236142,0.20221714871172752
2012m1_ref199_241_FL3236143,0.20148382873485535
2012m1_ref199_241_FL3236144,0.2007505087580529
2012m1_ref199_241_FL3236145,0.20001718878892605
2012m1_ref199_241_FL3236146,0.19928387039008963
2012m1_ref199_241_FL3236147,0.1985505504115004
2012m1_ref199_241_FL3236148,0.19781723044206262
2012m1_ref199_241_FL3236149,0.1970839104727742
2012m1_ref199_241_FL3236150,0.19635059049418493
2012m1_ref199_241_FL3236151,0.19561727117185435
2012m1_ref199_241_FL3236152,0.1948839512062353
2012m1_ref199_241_FL3236153,0.19415063123152798
2012m1_ref199_241_FL3236154,0.19341731125659187
2012m1_ref199_241_FL3236155,0.19268399128180208
2012m1_ref199_241_FL3236156,0.1919506713070947
2012m1_ref199_241_FL3236157,0.19121735134146042
2012m1_ref199_241_FL3236158,0.19048403139439274
2012m1_ref199_241_FL3236159,0.18975071142891825
2012m1_ref199_241_FL3236160,0.18901739145434002
2012m1_ref199_241_FL3236161,0.188284071479538
2012m1_ref199_241_FL3236162,0.18755075150488207
2012m1_ref199_241_FL3236163,0.18681743153030378
2012m1_ref199_241_FL3236164,0.18608411156469817
2012m1_ref199_241_FL3236165,0.18535079159002732
2012m1_ref199_241_FL3236166,0.18461747161544906
2012m1_ref199_241_FL3236167,0.18388415162473593
2012m1_ref199_241_FL3236168,0.18315083164749427
2012m1_ref199_241_FL3236169,0.18229506709349905
2012m1_ref199_241_FL3236170,0.1814393025488404
2012m1_ref199_241_FL3236171,0.18058353799499108
2012m1_ref199_241_FL3236172,0.1797277734503178
2012m1_ref199_241_FL3236173,0.17887200889646848
2012m1_ref199_241_FL3236174,0.1780162443517952
2012m1_ref199_241_FL3236175,0.1771604797978146
2012m1_ref199_241_FL3236176,0.17630471522421526
2012m1_ref199_241_FL3236177,0.1753272892258082
2012m1_ref199_241_FL3236178,0.1744657161666686
2012m1_ref199_241_FL3236179,0.1736041430980646
2012m1_ref199_241_FL3236180,0.17274257003892501
2012m1_ref199_241_FL3236181,0.17188099688940917
2012m1_ref199_241_FL3236182,0.1710194238252104
2012m1_ref199_241_FL3236183,0.17015785079624263
2012m1_ref199_241_FL3236184,0.16929627773544403
2012m1_ref199_241_FL3236185,0.16843470467486588
2012m1_ref199_241_FL3236186,0.167573131614272
